Survey_Id,Year,Sex,Hispanic_Origin,County_FIPS,Geography,White,Black,Indian,Asian,Pacific Islander
est72015,7/1/2015,Female,Total,51171,"Shenandoah County, Virginia",21083,644,228,301,20
est72015,7/1/2015,Male,Hispanic,51171,"Shenandoah County, Virginia",1380,123,88,16,5
est72015,7/1/2015,Male,Not Hispanic,51171,"Shenandoah County, Virginia",18679,675,163,201,13
est72015,7/1/2015,Male,Total,51171,"Shenandoah County, Virginia",20059,798,251,217,18
est72015,7/1/2015,Both Sexes,Hispanic,51171,"Shenandoah County, Virginia",2647,199,154,38,11
est72015,7/1/2015,Both Sexes,Not Hispanic,51171,"Shenandoah County, Virginia",38495,1243,325,480,27
est72015,7/1/2015,Both Sexes,Total,51171,"Shenandoah County, Virginia",41142,1442,479,518,38
est72015,7/1/2015,Female,Hispanic,51173,"Smyth County, Virginia",271,29,10,2,0
est72015,7/1/2015,Female,Not Hispanic,51173,"Smyth County, Virginia",15168,422,105,90,9
est72015,7/1/2015,Female,Total,51173,"Smyth County, Virginia",15439,451,115,92,9
est72015,7/1/2015,Male,Hispanic,51173,"Smyth County, Virginia",294,22,11,1,3
est72015,7/1/2015,Male,Not Hispanic,51173,"Smyth County, Virginia",14695,472,80,68,3
est72015,7/1/2015,Male,Total,51173,"Smyth County, Virginia",14989,494,91,69,6
est72015,7/1/2015,Both Sexes,Hispanic,51173,"Smyth County, Virginia",565,51,21,3,3
est72015,7/1/2015,Both Sexes,Not Hispanic,51173,"Smyth County, Virginia",29863,894,185,158,12
est72015,7/1/2015,Both Sexes,Total,51173,"Smyth County, Virginia",30428,945,206,161,15
est72015,7/1/2015,Female,Hispanic,51175,"Southampton County, Virginia",99,33,12,6,1
est72015,7/1/2015,Female,Not Hispanic,51175,"Southampton County, Virginia",5446,3113,80,60,8
est72015,7/1/2015,Female,Total,51175,"Southampton County, Virginia",5545,3146,92,66,9
est72015,7/1/2015,Male,Hispanic,51175,"Southampton County, Virginia",89,26,20,2,0
est72015,7/1/2015,Male,Not Hispanic,51175,"Southampton County, Virginia",5782,3514,70,51,10
est72015,7/1/2015,Male,Total,51175,"Southampton County, Virginia",5871,3540,90,53,10
est72015,7/1/2015,Both Sexes,Hispanic,51175,"Southampton County, Virginia",188,59,32,8,1
est72015,7/1/2015,Both Sexes,Not Hispanic,51175,"Southampton County, Virginia",11228,6627,150,111,18
est72015,7/1/2015,Both Sexes,Total,51175,"Southampton County, Virginia",11416,6686,182,119,19
est72015,7/1/2015,Female,Hispanic,51177,"Spotsylvania County, Virginia",4895,655,200,174,41
est72015,7/1/2015,Female,Not Hispanic,51177,"Spotsylvania County, Virginia",47984,11260,610,2474,136
est72015,7/1/2015,Female,Total,51177,"Spotsylvania County, Virginia",52879,11915,810,2648,177
est72015,7/1/2015,Male,Hispanic,51177,"Spotsylvania County, Virginia",5040,669,216,130,24
est72015,7/1/2015,Male,Not Hispanic,51177,"Spotsylvania County, Virginia",46329,10993,580,2047,171
est72015,7/1/2015,Male,Total,51177,"Spotsylvania County, Virginia",51369,11662,796,2177,195
est72015,7/1/2015,Both Sexes,Hispanic,51177,"Spotsylvania County, Virginia",9935,1324,416,304,65
est72015,7/1/2015,Both Sexes,Not Hispanic,51177,"Spotsylvania County, Virginia",94313,22253,1190,4521,307
est72015,7/1/2015,Both Sexes,Total,51177,"Spotsylvania County, Virginia",104248,23577,1606,4825,372
est72015,7/1/2015,Female,Hispanic,51179,"Stafford County, Virginia",7048,999,357,202,55
est72015,7/1/2015,Female,Not Hispanic,51179,"Stafford County, Virginia",46420,13537,795,3631,192
est72015,7/1/2015,Female,Total,51179,"Stafford County, Virginia",53468,14536,1152,3833,247
est72015,7/1/2015,Male,Hispanic,51179,"Stafford County, Virginia",7212,933,375,189,54
est72015,7/1/2015,Male,Not Hispanic,51179,"Stafford County, Virginia",47935,13423,733,2853,181
est72015,7/1/2015,Male,Total,51179,"Stafford County, Virginia",55147,14356,1108,3042,235
est72015,7/1/2015,Both Sexes,Hispanic,51179,"Stafford County, Virginia",14260,1932,732,391,109
est72015,7/1/2015,Both Sexes,Not Hispanic,51179,"Stafford County, Virginia",94355,26960,1528,6484,373
est72015,7/1/2015,Both Sexes,Total,51179,"Stafford County, Virginia",108615,28892,2260,6875,482
est72015,7/1/2015,Female,Hispanic,51181,"Surry County, Virginia",45,14,4,6,0
est72015,7/1/2015,Female,Not Hispanic,51181,"Surry County, Virginia",1760,1572,29,22,4
est72015,7/1/2015,Female,Total,51181,"Surry County, Virginia",1805,1586,33,28,4
est72015,7/1/2015,Male,Hispanic,51181,"Surry County, Virginia",56,20,9,3,0
est72015,7/1/2015,Male,Not Hispanic,51181,"Surry County, Virginia",1818,1380,31,21,2
est72015,7/1/2015,Male,Total,51181,"Surry County, Virginia",1874,1400,40,24,2
est72015,7/1/2015,Both Sexes,Hispanic,51181,"Surry County, Virginia",101,34,13,9,0
est72015,7/1/2015,Both Sexes,Not Hispanic,51181,"Surry County, Virginia",3578,2952,60,43,6
est72015,7/1/2015,Both Sexes,Total,51181,"Surry County, Virginia",3679,2986,73,52,6
est72015,7/1/2015,Female,Hispanic,51183,"Sussex County, Virginia",97,32,10,4,0
est72015,7/1/2015,Female,Not Hispanic,51183,"Sussex County, Virginia",1993,2598,31,31,4
est72015,7/1/2015,Female,Total,51183,"Sussex County, Virginia",2090,2630,41,35,4
est72015,7/1/2015,Male,Hispanic,51183,"Sussex County, Virginia",134,44,17,2,0
est72015,7/1/2015,Male,Not Hispanic,51183,"Sussex County, Virginia",2520,4219,35,41,3
est72015,7/1/2015,Male,Total,51183,"Sussex County, Virginia",2654,4263,52,43,3
est72015,7/1/2015,Both Sexes,Hispanic,51183,"Sussex County, Virginia",231,76,27,6,0
est72015,7/1/2015,Both Sexes,Not Hispanic,51183,"Sussex County, Virginia",4513,6817,66,72,7
est72015,7/1/2015,Both Sexes,Total,51183,"Sussex County, Virginia",4744,6893,93,78,7
est72015,7/1/2015,Female,Hispanic,51185,"Tazewell County, Virginia",142,13,7,9,1
est72015,7/1/2015,Female,Not Hispanic,51185,"Tazewell County, Virginia",20762,567,110,190,8
est72015,7/1/2015,Female,Total,51185,"Tazewell County, Virginia",20904,580,117,199,9
est72015,7/1/2015,Male,Hispanic,51185,"Tazewell County, Virginia",227,20,13,7,1
est72015,7/1/2015,Male,Not Hispanic,51185,"Tazewell County, Virginia",19935,1056,117,180,12
est72015,7/1/2015,Male,Total,51185,"Tazewell County, Virginia",20162,1076,130,187,13
est72015,7/1/2015,Both Sexes,Hispanic,51185,"Tazewell County, Virginia",369,33,20,16,2
est72015,7/1/2015,Both Sexes,Not Hispanic,51185,"Tazewell County, Virginia",40697,1623,227,370,20
est72015,7/1/2015,Both Sexes,Total,51185,"Tazewell County, Virginia",41066,1656,247,386,22
est72015,7/1/2015,Female,Hispanic,51187,"Warren County, Virginia",724,64,37,22,4
est72015,7/1/2015,Female,Not Hispanic,51187,"Warren County, Virginia",17399,1090,186,337,22
est72015,7/1/2015,Female,Total,51187,"Warren County, Virginia",18123,1154,223,359,26
est72015,7/1/2015,Male,Hispanic,51187,"Warren County, Virginia",683,48,40,20,9
est72015,7/1/2015,Male,Not Hispanic,51187,"Warren County, Virginia",17278,1115,187,289,21
est72015,7/1/2015,Male,Total,51187,"Warren County, Virginia",17961,1163,227,309,30
est72015,7/1/2015,Both Sexes,Hispanic,51187,"Warren County, Virginia",1407,112,77,42,13
est72015,7/1/2015,Both Sexes,Not Hispanic,51187,"Warren County, Virginia",34677,2205,373,626,43
est72015,7/1/2015,Both Sexes,Total,51187,"Warren County, Virginia",36084,2317,450,668,56
est72015,7/1/2015,Female,Hispanic,51191,"Washington County, Virginia",291,13,16,2,3
est72015,7/1/2015,Female,Not Hispanic,51191,"Washington County, Virginia",26671,453,135,188,13
est72015,7/1/2015,Female,Total,51191,"Washington County, Virginia",26962,466,151,190,16
est72015,7/1/2015,Male,Hispanic,51191,"Washington County, Virginia",414,17,16,4,11
est72015,7/1/2015,Male,Not Hispanic,51191,"Washington County, Virginia",25713,562,142,171,10
est72015,7/1/2015,Male,Total,51191,"Washington County, Virginia",26127,579,158,175,21
est72015,7/1/2015,Both Sexes,Hispanic,51191,"Washington County, Virginia",705,30,32,6,14
est72015,7/1/2015,Both Sexes,Not Hispanic,51191,"Washington County, Virginia",52384,1015,277,359,23
est72015,7/1/2015,Both Sexes,Total,51191,"Washington County, Virginia",53089,1045,309,365,37
est72015,7/1/2015,Female,Hispanic,51193,"Westmoreland County, Virginia",327,40,29,8,5
est72015,7/1/2015,Female,Not Hispanic,51193,"Westmoreland County, Virginia",5964,2564,95,121,18
est72015,7/1/2015,Female,Total,51193,"Westmoreland County, Virginia",6291,2604,124,129,23
est72015,7/1/2015,Male,Hispanic,51193,"Westmoreland County, Virginia",559,68,49,14,5
est72015,7/1/2015,Male,Not Hispanic,51193,"Westmoreland County, Virginia",5587,2338,106,85,16
est72015,7/1/2015,Male,Total,51193,"Westmoreland County, Virginia",6146,2406,155,99,21
est72015,7/1/2015,Both Sexes,Hispanic,51193,"Westmoreland County, Virginia",886,108,78,22,10
est72015,7/1/2015,Both Sexes,Not Hispanic,51193,"Westmoreland County, Virginia",11551,4902,201,206,34
est72015,7/1/2015,Both Sexes,Total,51193,"Westmoreland County, Virginia",12437,5010,279,228,44
est72015,7/1/2015,Female,Hispanic,51195,"Wise County, Virginia",176,20,7,4,0
est72015,7/1/2015,Female,Not Hispanic,51195,"Wise County, Virginia",18364,436,77,134,8
est72015,7/1/2015,Female,Total,51195,"Wise County, Virginia",18540,456,84,138,8
est72015,7/1/2015,Male,Hispanic,51195,"Wise County, Virginia",244,30,8,4,0
est72015,7/1/2015,Male,Not Hispanic,51195,"Wise County, Virginia",18268,2003,93,105,12
est72015,7/1/2015,Male,Total,51195,"Wise County, Virginia",18512,2033,101,109,12
est72015,7/1/2015,Both Sexes,Hispanic,51195,"Wise County, Virginia",420,50,15,8,0
est72015,7/1/2015,Both Sexes,Not Hispanic,51195,"Wise County, Virginia",36632,2439,170,239,20
est72015,7/1/2015,Both Sexes,Total,51195,"Wise County, Virginia",37052,2489,185,247,20
est72015,7/1/2015,Female,Hispanic,51197,"Wythe County, Virginia",124,13,8,1,2
est72015,7/1/2015,Female,Not Hispanic,51197,"Wythe County, Virginia",14238,516,75,125,12
est72015,7/1/2015,Female,Total,51197,"Wythe County, Virginia",14362,529,83,126,14
est72015,7/1/2015,Male,Hispanic,51197,"Wythe County, Virginia",145,22,7,2,2
est72015,7/1/2015,Male,Not Hispanic,51197,"Wythe County, Virginia",13506,527,86,110,6
est72015,7/1/2015,Male,Total,51197,"Wythe County, Virginia",13651,549,93,112,8
est72015,7/1/2015,Both Sexes,Hispanic,51197,"Wythe County, Virginia",269,35,15,3,4
est72015,7/1/2015,Both Sexes,Not Hispanic,51197,"Wythe County, Virginia",27744,1043,161,235,18
est72015,7/1/2015,Both Sexes,Total,51197,"Wythe County, Virginia",28013,1078,176,238,22
est72015,7/1/2015,Female,Hispanic,51199,"York County, Virginia",1663,270,94,86,16
est72015,7/1/2015,Female,Not Hispanic,51199,"York County, Virginia",25406,5050,332,2568,140
est72015,7/1/2015,Female,Total,51199,"York County, Virginia",27069,5320,426,2654,156
est72015,7/1/2015,Male,Hispanic,51199,"York County, Virginia",1798,229,100,100,17
est72015,7/1/2015,Male,Not Hispanic,51199,"York County, Virginia",25298,4715,276,1997,129
est72015,7/1/2015,Male,Total,51199,"York County, Virginia",27096,4944,376,2097,146
est72015,7/1/2015,Both Sexes,Hispanic,51199,"York County, Virginia",3461,499,194,186,33
est72015,7/1/2015,Both Sexes,Not Hispanic,51199,"York County, Virginia",50704,9765,608,4565,269
est72015,7/1/2015,Both Sexes,Total,51199,"York County, Virginia",54165,10264,802,4751,302
est72015,7/1/2015,Female,Hispanic,51510,"Alexandria city, Virginia",11351,1086,541,264,83
est72015,7/1/2015,Female,Not Hispanic,51510,"Alexandria city, Virginia",43428,18435,654,6585,157
est72015,7/1/2015,Female,Total,51510,"Alexandria city, Virginia",54779,19521,1195,6849,240
est72015,7/1/2015,Male,Hispanic,51510,"Alexandria city, Virginia",11699,971,591,238,96
est72015,7/1/2015,Male,Not Hispanic,51510,"Alexandria city, Virginia",40094,16933,532,5223,150
est72015,7/1/2015,Male,Total,51510,"Alexandria city, Virginia",51793,17904,1123,5461,246
est72015,7/1/2015,Both Sexes,Hispanic,51510,"Alexandria city, Virginia",23050,2057,1132,502,179
est72015,7/1/2015,Both Sexes,Not Hispanic,51510,"Alexandria city, Virginia",83522,35368,1186,11808,307
est72015,7/1/2015,Both Sexes,Total,51510,"Alexandria city, Virginia",106572,37425,2318,12310,486
est72015,7/1/2015,Female,Hispanic,51520,"Bristol city, Virginia",134,17,14,2,0
est72015,7/1/2015,Female,Not Hispanic,51520,"Bristol city, Virginia",8196,580,59,135,13
est72015,7/1/2015,Female,Total,51520,"Bristol city, Virginia",8330,597,73,137,13
est72015,7/1/2015,Male,Hispanic,51520,"Bristol city, Virginia",159,21,14,4,1
est72015,7/1/2015,Male,Not Hispanic,51520,"Bristol city, Virginia",7300,613,65,97,12
est72015,7/1/2015,Male,Total,51520,"Bristol city, Virginia",7459,634,79,101,13
est72015,7/1/2015,Both Sexes,Hispanic,51520,"Bristol city, Virginia",293,38,28,6,1
est72015,7/1/2015,Both Sexes,Not Hispanic,51520,"Bristol city, Virginia",15496,1193,124,232,25
est72015,7/1/2015,Both Sexes,Total,51520,"Bristol city, Virginia",15789,1231,152,238,26
est72015,7/1/2015,Female,Hispanic,51530,"Buena Vista city, Virginia",119,5,4,1,1
est72015,7/1/2015,Female,Not Hispanic,51530,"Buena Vista city, Virginia",3156,198,58,41,16
est72015,7/1/2015,Female,Total,51530,"Buena Vista city, Virginia",3275,203,62,42,17
est72015,7/1/2015,Male,Hispanic,51530,"Buena Vista city, Virginia",56,5,5,3,1
est72015,7/1/2015,Male,Not Hispanic,51530,"Buena Vista city, Virginia",2724,194,55,27,11
est72015,7/1/2015,Male,Total,51530,"Buena Vista city, Virginia",2780,199,60,30,12
est72015,7/1/2015,Both Sexes,Hispanic,51530,"Buena Vista city, Virginia",175,10,9,4,2
est72015,7/1/2015,Both Sexes,Not Hispanic,51530,"Buena Vista city, Virginia",5880,392,113,68,27
est72015,7/1/2015,Both Sexes,Total,51530,"Buena Vista city, Virginia",6055,402,122,72,29
est72015,7/1/2015,Female,Hispanic,51540,"Charlottesville city, Virginia",941,131,85,84,16
est72015,7/1/2015,Female,Not Hispanic,51540,"Charlottesville city, Virginia",16298,5070,162,2004,47
est72015,7/1/2015,Female,Total,51540,"Charlottesville city, Virginia",17239,5201,247,2088,63
est72015,7/1/2015,Male,Hispanic,51540,"Charlottesville city, Virginia",1080,112,83,37,3
est72015,7/1/2015,Male,Not Hispanic,51540,"Charlottesville city, Virginia",15372,4333,144,1873,37
est72015,7/1/2015,Male,Total,51540,"Charlottesville city, Virginia",16452,4445,227,1910,40
est72015,7/1/2015,Both Sexes,Hispanic,51540,"Charlottesville city, Virginia",2021,243,168,121,19
est72015,7/1/2015,Both Sexes,Not Hispanic,51540,"Charlottesville city, Virginia",31670,9403,306,3877,84
est72015,7/1/2015,Both Sexes,Total,51540,"Charlottesville city, Virginia",33691,9646,474,3998,103
est72015,7/1/2015,Female,Hispanic,51550,"Chesapeake city, Virginia",5083,1236,348,253,75
est72015,7/1/2015,Female,Not Hispanic,51550,"Chesapeake city, Virginia",72231,38067,1169,5645,251
est72015,7/1/2015,Female,Total,51550,"Chesapeake city, Virginia",77314,39303,1517,5898,326
est72015,7/1/2015,Male,Hispanic,51550,"Chesapeake city, Virginia",5372,1149,409,256,72
est72015,7/1/2015,Male,Not Hispanic,51550,"Chesapeake city, Virginia",71616,34216,1090,4812,251
est72015,7/1/2015,Male,Total,51550,"Chesapeake city, Virginia",76988,35365,1499,5068,323
est72015,7/1/2015,Both Sexes,Hispanic,51550,"Chesapeake city, Virginia",10455,2385,757,509,147
est72015,7/1/2015,Both Sexes,Not Hispanic,51550,"Chesapeake city, Virginia",143847,72283,2259,10457,502
est72015,7/1/2015,Both Sexes,Total,51550,"Chesapeake city, Virginia",154302,74668,3016,10966,649
est72015,7/1/2015,Female,Hispanic,51570,"Colonial Heights city, Virginia",359,67,19,14,6
est72015,7/1/2015,Female,Not Hispanic,51570,"Colonial Heights city, Virginia",7154,1415,86,442,23
est72015,7/1/2015,Female,Total,51570,"Colonial Heights city, Virginia",7513,1482,105,456,29
est72015,7/1/2015,Male,Hispanic,51570,"Colonial Heights city, Virginia",413,80,34,15,5
est72015,7/1/2015,Male,Not Hispanic,51570,"Colonial Heights city, Virginia",6210,1150,72,324,15
est72015,7/1/2015,Male,Total,51570,"Colonial Heights city, Virginia",6623,1230,106,339,20
est72015,7/1/2015,Both Sexes,Hispanic,51570,"Colonial Heights city, Virginia",772,147,53,29,11
est72015,7/1/2015,Both Sexes,Not Hispanic,51570,"Colonial Heights city, Virginia",13364,2565,158,766,38
est72015,7/1/2015,Both Sexes,Total,51570,"Colonial Heights city, Virginia",14136,2712,211,795,49
est72015,7/1/2015,Female,Hispanic,51580,"Covington city, Virginia",38,6,0,0,0
est72015,7/1/2015,Female,Not Hispanic,51580,"Covington city, Virginia",2455,401,26,43,1
est72015,7/1/2015,Female,Total,51580,"Covington city, Virginia",2493,407,26,43,1
est72015,7/1/2015,Male,Hispanic,51580,"Covington city, Virginia",65,9,1,1,0
est72015,7/1/2015,Male,Not Hispanic,51580,"Covington city, Virginia",2266,424,23,27,3
est72015,7/1/2015,Male,Total,51580,"Covington city, Virginia",2331,433,24,28,3
est72015,7/1/2015,Both Sexes,Hispanic,51580,"Covington city, Virginia",103,15,1,1,0
est72015,7/1/2015,Both Sexes,Not Hispanic,51580,"Covington city, Virginia",4721,825,49,70,4
est72015,7/1/2015,Both Sexes,Total,51580,"Covington city, Virginia",4824,840,50,71,4
est72015,7/1/2015,Female,Hispanic,51590,"Danville city, Virginia",566,112,47,16,0
est72015,7/1/2015,Female,Not Hispanic,51590,"Danville city, Virginia",10022,11719,126,282,28
est72015,7/1/2015,Female,Total,51590,"Danville city, Virginia",10588,11831,173,298,28
est72015,7/1/2015,Male,Hispanic,51590,"Danville city, Virginia",745,142,71,26,0
est72015,7/1/2015,Male,Not Hispanic,51590,"Danville city, Virginia",8734,9543,115,303,35
est72015,7/1/2015,Male,Total,51590,"Danville city, Virginia",9479,9685,186,329,35
est72015,7/1/2015,Both Sexes,Hispanic,51590,"Danville city, Virginia",1311,254,118,42,0
est72015,7/1/2015,Both Sexes,Not Hispanic,51590,"Danville city, Virginia",18756,21262,241,585,63
est72015,7/1/2015,Both Sexes,Total,51590,"Danville city, Virginia",20067,21516,359,627,63
est72015,7/1/2015,Female,Hispanic,51595,"Emporia city, Virginia",97,33,16,3,1
est72015,7/1/2015,Female,Not Hispanic,51595,"Emporia city, Virginia",896,1963,17,35,2
est72015,7/1/2015,Female,Total,51595,"Emporia city, Virginia",993,1996,33,38,3
est72015,7/1/2015,Male,Hispanic,51595,"Emporia city, Virginia",151,28,14,2,0
est72015,7/1/2015,Male,Not Hispanic,51595,"Emporia city, Virginia",741,1559,9,32,5
est72015,7/1/2015,Male,Total,51595,"Emporia city, Virginia",892,1587,23,34,5
est72015,7/1/2015,Both Sexes,Hispanic,51595,"Emporia city, Virginia",248,61,30,5,1
est72015,7/1/2015,Both Sexes,Not Hispanic,51595,"Emporia city, Virginia",1637,3522,26,67,7
est72015,7/1/2015,Both Sexes,Total,51595,"Emporia city, Virginia",1885,3583,56,72,8
est72015,7/1/2015,Female,Hispanic,51600,"Fairfax city, Virginia",1721,88,96,55,10
est72015,7/1/2015,Female,Not Hispanic,51600,"Fairfax city, Virginia",7212,729,90,2197,20
est72015,7/1/2015,Female,Total,51600,"Fairfax city, Virginia",8933,817,186,2252,30
est72015,7/1/2015,Male,Hispanic,51600,"Fairfax city, Virginia",1880,97,72,60,9
est72015,7/1/2015,Male,Not Hispanic,51600,"Fairfax city, Virginia",6907,698,99,2189,26
est72015,7/1/2015,Male,Total,51600,"Fairfax city, Virginia",8787,795,171,2249,35
est72015,7/1/2015,Both Sexes,Hispanic,51600,"Fairfax city, Virginia",3601,185,168,115,19
est72015,7/1/2015,Both Sexes,Not Hispanic,51600,"Fairfax city, Virginia",14119,1427,189,4386,46
est72015,7/1/2015,Both Sexes,Total,51600,"Fairfax city, Virginia",17720,1612,357,4501,65
est72015,7/1/2015,Female,Hispanic,51610,"Falls Church city, Virginia",649,35,31,21,0
est72015,7/1/2015,Female,Not Hispanic,51610,"Falls Church city, Virginia",5263,346,59,910,13
est72015,7/1/2015,Female,Total,51610,"Falls Church city, Virginia",5912,381,90,931,13
est72015,7/1/2015,Male,Hispanic,51610,"Falls Church city, Virginia",700,71,68,53,5
est72015,7/1/2015,Male,Not Hispanic,51610,"Falls Church city, Virginia",5167,344,46,730,10
est72015,7/1/2015,Male,Total,51610,"Falls Church city, Virginia",5867,415,114,783,15
est72015,7/1/2015,Both Sexes,Hispanic,51610,"Falls Church city, Virginia",1349,106,99,74,5
est72015,7/1/2015,Both Sexes,Not Hispanic,51610,"Falls Church city, Virginia",10430,690,105,1640,23
est72015,7/1/2015,Both Sexes,Total,51610,"Falls Church city, Virginia",11779,796,204,1714,28
est72015,7/1/2015,Female,Hispanic,51620,"Franklin city, Virginia",53,28,5,3,0
est72015,7/1/2015,Female,Not Hispanic,51620,"Franklin city, Virginia",1701,2790,44,57,6
est72015,7/1/2015,Female,Total,51620,"Franklin city, Virginia",1754,2818,49,60,6
est72015,7/1/2015,Male,Hispanic,51620,"Franklin city, Virginia",58,27,10,1,0
est72015,7/1/2015,Male,Not Hispanic,51620,"Franklin city, Virginia",1544,2119,27,49,5
est72015,7/1/2015,Male,Total,51620,"Franklin city, Virginia",1602,2146,37,50,5
est72015,7/1/2015,Both Sexes,Hispanic,51620,"Franklin city, Virginia",111,55,15,4,0
est72015,7/1/2015,Both Sexes,Not Hispanic,51620,"Franklin city, Virginia",3245,4909,71,106,11
est72015,7/1/2015,Both Sexes,Total,51620,"Franklin city, Virginia",3356,4964,86,110,11
est72015,7/1/2015,Female,Hispanic,51630,"Fredericksburg city, Virginia",1239,210,82,45,6
est72015,7/1/2015,Female,Not Hispanic,51630,"Fredericksburg city, Virginia",9663,3789,128,610,49
est72015,7/1/2015,Female,Total,51630,"Fredericksburg city, Virginia",10902,3999,210,655,55
est72015,7/1/2015,Male,Hispanic,51630,"Fredericksburg city, Virginia",1248,232,96,52,8
est72015,7/1/2015,Male,Not Hispanic,51630,"Fredericksburg city, Virginia",7953,3174,121,468,37
est72015,7/1/2015,Male,Total,51630,"Fredericksburg city, Virginia",9201,3406,217,520,45
est72015,7/1/2015,Both Sexes,Hispanic,51630,"Fredericksburg city, Virginia",2487,442,178,97,14
est72015,7/1/2015,Both Sexes,Not Hispanic,51630,"Fredericksburg city, Virginia",17616,6963,249,1078,86
est72015,7/1/2015,Both Sexes,Total,51630,"Fredericksburg city, Virginia",20103,7405,427,1175,100
est72015,7/1/2015,Female,Hispanic,51640,"Galax city, Virginia",496,27,13,3,8
est72015,7/1/2015,Female,Not Hispanic,51640,"Galax city, Virginia",2846,251,23,35,1
est72015,7/1/2015,Female,Total,51640,"Galax city, Virginia",3342,278,36,38,9
est72015,7/1/2015,Male,Hispanic,51640,"Galax city, Virginia",448,50,12,2,9
est72015,7/1/2015,Male,Not Hispanic,51640,"Galax city, Virginia",2426,248,15,28,4
est72015,7/1/2015,Male,Total,51640,"Galax city, Virginia",2874,298,27,30,13
est72015,7/1/2015,Both Sexes,Hispanic,51640,"Galax city, Virginia",944,77,25,5,17
est72015,7/1/2015,Both Sexes,Not Hispanic,51640,"Galax city, Virginia",5272,499,38,63,5
est72015,7/1/2015,Both Sexes,Total,51640,"Galax city, Virginia",6216,576,63,68,22
est72015,7/1/2015,Female,Hispanic,51650,"Hampton city, Virginia",2381,1145,228,102,40
est72015,7/1/2015,Female,Not Hispanic,51650,"Hampton city, Virginia",28421,37458,1076,2567,178
est72015,7/1/2015,Female,Total,51650,"Hampton city, Virginia",30802,38603,1304,2669,218
est72015,7/1/2015,Male,Hispanic,51650,"Hampton city, Virginia",2648,1094,232,119,48
est72015,7/1/2015,Male,Not Hispanic,51650,"Hampton city, Virginia",29057,32269,877,2079,169
est72015,7/1/2015,Male,Total,51650,"Hampton city, Virginia",31705,33363,1109,2198,217
est72015,7/1/2015,Both Sexes,Hispanic,51650,"Hampton city, Virginia",5029,2239,460,221,88
est72015,7/1/2015,Both Sexes,Not Hispanic,51650,"Hampton city, Virginia",57478,69727,1953,4646,347
est72015,7/1/2015,Both Sexes,Total,51650,"Hampton city, Virginia",62507,71966,2413,4867,435
est72015,7/1/2015,Female,Hispanic,51660,"Harrisonburg city, Virginia",4232,439,184,72,18
est72015,7/1/2015,Female,Not Hispanic,51660,"Harrisonburg city, Virginia",19663,2041,124,1320,62
est72015,7/1/2015,Female,Total,51660,"Harrisonburg city, Virginia",23895,2480,308,1392,80
est72015,7/1/2015,Male,Hispanic,51660,"Harrisonburg city, Virginia",4387,438,199,93,25
est72015,7/1/2015,Male,Not Hispanic,51660,"Harrisonburg city, Virginia",17146,2206,140,1371,34
est72015,7/1/2015,Male,Total,51660,"Harrisonburg city, Virginia",21533,2644,339,1464,59
est72015,7/1/2015,Both Sexes,Hispanic,51660,"Harrisonburg city, Virginia",8619,877,383,165,43
est72015,7/1/2015,Both Sexes,Not Hispanic,51660,"Harrisonburg city, Virginia",36809,4247,264,2691,96
est72015,7/1/2015,Both Sexes,Total,51660,"Harrisonburg city, Virginia",45428,5124,647,2856,139
est72015,7/1/2015,Female,Hispanic,51670,"Hopewell city, Virginia",603,152,29,21,4
est72015,7/1/2015,Female,Not Hispanic,51670,"Hopewell city, Virginia",5999,5085,117,240,35
est72015,7/1/2015,Female,Total,51670,"Hopewell city, Virginia",6602,5237,146,261,39
est72015,7/1/2015,Male,Hispanic,51670,"Hopewell city, Virginia",654,172,46,22,18
est72015,7/1/2015,Male,Not Hispanic,51670,"Hopewell city, Virginia",5464,4080,104,175,32
est72015,7/1/2015,Male,Total,51670,"Hopewell city, Virginia",6118,4252,150,197,50
est72015,7/1/2015,Both Sexes,Hispanic,51670,"Hopewell city, Virginia",1257,324,75,43,22
est72015,7/1/2015,Both Sexes,Not Hispanic,51670,"Hopewell city, Virginia",11463,9165,221,415,67
est72015,7/1/2015,Both Sexes,Total,51670,"Hopewell city, Virginia",12720,9489,296,458,89
est72015,7/1/2015,Female,Hispanic,51678,"Lexington city, Virginia",105,9,0,2,1
est72015,7/1/2015,Female,Not Hispanic,51678,"Lexington city, Virginia",2590,327,20,113,3
est72015,7/1/2015,Female,Total,51678,"Lexington city, Virginia",2695,336,20,115,4
est72015,7/1/2015,Male,Hispanic,51678,"Lexington city, Virginia",150,13,1,3,0
est72015,7/1/2015,Male,Not Hispanic,51678,"Lexington city, Virginia",3349,377,26,189,8
est72015,7/1/2015,Male,Total,51678,"Lexington city, Virginia",3499,390,27,192,8
est72015,7/1/2015,Both Sexes,Hispanic,51678,"Lexington city, Virginia",255,22,1,5,1
est72015,7/1/2015,Both Sexes,Not Hispanic,51678,"Lexington city, Virginia",5939,704,46,302,11
est72015,7/1/2015,Both Sexes,Total,51678,"Lexington city, Virginia",6194,726,47,307,12
est72015,7/1/2015,Female,Hispanic,51680,"Lynchburg city, Virginia",1337,204,72,27,10
est72015,7/1/2015,Female,Not Hispanic,51680,"Lynchburg city, Virginia",26974,12728,322,1332,58
est72015,7/1/2015,Female,Total,51680,"Lynchburg city, Virginia",28311,12932,394,1359,68
est72015,7/1/2015,Male,Hispanic,51680,"Lynchburg city, Virginia",1119,201,50,36,17
